occurrence_no,record_type,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,environment,tectonic_setting,assembl_comps,pres_mode,preservation_quality,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,taxon_environment,environment_basis,motility,life_habit,diet
1419234,occ,171377,Rhinesuchus sp.,genus,37070,,Rhinesuchus,,genus,37070,Wuchiapingian,,259.9,254.17,McHugh,2014,66951,Chordata,Osteichthyes,Temnospondyli,Rhinesuchidae,Rhinesuchus,,,22.433332,-31.966667,"SAM-PK-3010, partial postcranial skeleton (same number as Eryops?)",Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,estimated from map,minutes,local area,gp_mid,-20.5,-50.59,701,,Beaufort,,group of beds,Tropidostoma Assemblage,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,field collection,,,,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
1419235,occ,196714,n. gen. Uranocentrodon n. sp. senekalensis,species,255236,,Uranocentrodon senekalensis,,species,255236,Lopingian,,259.9,252.17,Latimer et al.,2002,66953,Chordata,Osteichthyes,Temnospondyli,Rhinesuchidae,Uranocentrodon,,,27.627501,-28.327499,,Senekal area,,,ZA,Free State,,based on nearby landmark,seconds,local area,gp_mid,-10.82,-52.12,701,Normandien,,,,,,sandstone,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
1419251,occ,196721,Protochirotherium n. sp. wolfhagense,species,377378,,Protochirotherium wolfhagense,,species,377378,Smithian,,251.3,247.2,Klein and Haubold,2007,35001,Chordata,Reptilia,NO_ORDER_SPECIFIED,Chirotheriidae,Protochirotherium,,,9.171944,51.327499,,Quarry near Wolfhagen,,,DE,Hessen,,based on nearby landmark,seconds,outcrop,gp_mid,28.81,29.1,315,Detfurth,,,,,,not reported,,,,,,,terrestrial indet.,,macrofossils,trace,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419306,occ,196741,n. gen. Scaloporhinus n. sp. angulorugatus,species,377477,,Scaloporhinus angulorugatus,,species,377477,Lopingian,,259.9,252.17,Boonstra,1953,66987,Chordata,Osteichthyes,Therocephalia,Scaloposauridae,Scaloporhinus,,,24.540556,-32.25222,"SAM 4331, compressed skull","Farm Leeuvlei, Graaff-Reinet",,,ZA,Eastern Cape,,based on nearby landmark,seconds,local area,gp_mid,-18.53,-51.94,701,,,,,,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419308,occ,88282,Scaloposaurus n. sp. hoffmanni,species,377479,,Scaloposaurus hoffmanni,,species,377479,Induan,Olenekian,252.17,247.2,Crompton,1955,66988,Chordata,Osteichthyes,Therocephalia,Scaloposauridae,Scaloposaurus,,,29.125,-28.275,Skull (uncatalogued),Harrismith Commonage,,"""Old Brickfield"" Donga",ZA,Free State,Maluti-A-Phofung,based on nearby landmark,seconds,local area,gp_mid,-4.64,-50.81,701,Normandien,Beaufort,Harrismith,member,Lystrosaurus Assemblage Zone,,not reported,,,,,,,terrestrial indet.,foreland basin,macrofossils,body,,,taxonomic,"selective quarrying,surface (in situ),field collection,survey of museum collection",BPI,,,,,,terrestrial,,actively mobile,,carnivore
1419471,occ,196800,Grippia longirostris,species,170764,,Grippia longirostris,,species,170764,Spathian,,251.3,247.2,Mazin and Sander,1993,67019,Chordata,Reptilia,Ichthyosauria,Grippiidae,Grippia,,,17.589167,78.256111,,Sassendalen,,,NO,Svalbard,,stated in text,seconds,basin,gp_mid,22.15,55.78,311,Sticky Keep,,Vendomdalen,,,,not reported,,,,,,,marine indet.,,macrofossils,body,,,taxonomic,,,,,,,,marine,,actively mobile,,carnivore
1419472,occ,196800,n. gen. Svalbardosaurus n. sp. crassidens,species,170940,nomen dubium,Reptilia,,class,36322,Spathian,,251.3,247.2,Mazin and Sander,1993,67019,Chordata,Reptilia,,,,,,17.589167,78.256111,"SVT 332, ""natural cast of a toothed bone""",Sassendalen,,,NO,Svalbard,,stated in text,seconds,basin,gp_mid,22.15,55.78,311,Sticky Keep,,Vendomdalen,,,,not reported,,,,,,,marine indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,
1419474,occ,196801,n. gen. Thaisaurus n. sp. chonglakmanii,species,170756,,Thaisaurus chonglakmanii,,species,170756,Spathian,,251.3,247.2,Mazin and Sander,1993,67019,Chordata,Reptilia,Ichthyosauria,Thaisauridae,Thaisaurus,,,100.066666,7.736667,"TF2454, partial skeleton","Khao Thong, Phattalung",,,TH,Khuan Khanun,,based on nearby landmark,seconds,local area,gp_mid,,,coordinates not computable using this model,Chaiburi,,Phukhaothong,bed,,,not reported,,,,,,,marine indet.,,macrofossils,body,,,taxonomic,,,,,,,,marine,,actively mobile,,carnivore
1419530,occ,196819,n. gen. Euchambersia n. sp. mirabilis,species,377640,,Euchambersia mirabilis,,species,377640,Wuchiapingian,,259.9,254.17,Kitching,1977,27216,Chordata,Osteichthyes,Therocephalia,Moschorhinidae,Euchambersia,,,25.377777,-30.630833,"NHMUK R5696 (holotype), distorted skull; BP/1/4009, skull","Farm Vanwyksfontein, Norvalspont",,,ZA,Northern Cape,Colesberg,stated in text,seconds,small collection,gp_mid,-16.64,-52.11,701,,Beaufort,,bed,Cistecephalus Assemblage Zone,,not reported,pebbly,,,,,,terrestrial indet.,,macrofossils,body,medium,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419840,occ,117188,Teratosaurus n. sp. bengalensis,species,57750,,Teratosaurus bengalensis,,species,57750,Induan,Smithian,252.17,247.2,Das-Gupta,1928,10723,Chordata,Reptilia,Loricata,Rauisuchidae,Teratosaurus,,,86.887497,23.647223,,Deoli,,,IN,West Bengal,,stated in text,seconds,outcrop,gp_mid,47.8,-49.07,501,Panchet,,,group of beds,,,sandstone,,,conglomeratic,Y,,,fluvial indet.,,"macrofossils,mesofossils",body,medium,,general faunal/floral,"surface (in situ),field collection",,,,,"Tween, Blanford",1860,terrestrial,,actively mobile,,carnivore
1419842,occ,196879,Anthichnium sp.,genus,377758,,Anthichnium,,genus,377758,Tatarian,,268,252.3,Tverdokhlebov et al.,1997,67062,Chordata,Osteichthyes,Temnospondyli,NO_FAMILY_SPECIFIED,Anthichnium,,,56.266666,51.883331,"SGU 104 B/2060-2065, trackway",Kulchumovo tracksite,,,RU,Orenburg,,stated in text,minutes,small collection,gp_mid,58.48,34.03,302,Severodvinskian,,,bed,,,sandstone,,,calcareous,,,,lacustrine - small,,macrofossils,mold/impression,,,taxonomic,field collection,,,,,Valentin Tverdokhlebov,1988,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
1419968,occ,196926,n. gen. Sukhonopus n. sp. primus,species,377760,,Sukhonopus primus,,species,377760,Tatarian,,268,252.3,Gubin et al.,2003,67077,Chordata,Reptilia,Pareiasaurida,NO_FAMILY_SPECIFIED,Sukhonopus,,,45.530834,60.596111,"PIN 4850/2 (holotype), partial track",Esipovka tracksite,,,RU,Vologda,Velikoustyugskii,estimated from map,seconds,outcrop,gp_mid,46.49,38.19,302,Poldarsa,,Isady,,Proelginia,"""(4) Creamy gray, greenish gray, and light gray limestone (color varieties irregularly transient; weathered surfaces are light gray), massive, heterogeneous (alternation of crystalline and earthy texture zones), with numerous pores; in the middle part of the layer, with thin vertical and poorly twisting channels (cracks of plant roots), frequently filled with large crystals of calcite. Freshly split blocks stain the hands, without any bituminous smell, monolithic (not platy), strong, broken by vertical cracks into large blocks several decimeters in size. The upper surface of the layer is rough, wavy, with dissication cracks and footprints of large tetrapods; the thickness is 0.11 m; (6) Creamy gray limestone, with spots of a greenish tint, massive, pelitomorph, very strong (hardly split by a hammer), similar to a crystalline limestone variety of layer 4. The rock is broken by vertical cracks into blocks ranging in size from several decimeters to several meters. The upper surface of the layer is rough, with dissication cracks and very indistinct tracks of large tetrapods; 0.15 m thick."" (Gubin et al. 2003)","""limestone""",,,,,,,lacustrine - large,,macrofossils,trace,,,taxonomic,observed (not collected),PIN,,,,,,terrestrial,,actively mobile,,
1419969,occ,196927,Brontopus giganteus,species,377765,,Brontopus giganteus,,species,377765,Changhsingian,,254.17,252.17,Surkov et al.,2007,67060,Chordata,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Brontopus,,,54.906666,51.299721,"SGU N 161 ⁄ 240–245, 14 prints",Boyevaya Gora tracksite,,,RU,Orenburg,Sol-Iletsk,stated in text,seconds,outcrop,gp_mid,60.26,37.58,302,,,,bed,,,mudstone,,,,,,,lacustrine - large,,macrofossils,trace,,,taxonomic,"field collection,observed (not collected)",,,,,,,terrestrial,,actively mobile,,
1419970,occ,178865,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,,259.9,254.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.766666,-31.950001,BP/1/4093,"Matjiesfontein, Murraysburg",,,ZA,Western Cape,,based on nearby landmark,minutes,outcrop,gp_mid,-19.6,-51.57,701,,Beaufort,,group of beds,Cistecephalus Assemblage Zone,,"""siliciclastic""",,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,,,,terrestrial,,actively mobile,,carnivore
1419971,occ,179590,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,,259.9,254.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.26111,-31.732779,BP/1/4123,"Modderfontein, Biesjiespoort, Victoria West",,,ZA,Northern Cape,,based on nearby landmark,seconds,outcrop,gp_mid,-19.64,-51.09,701,,Beaufort,,group of beds,Cistecephalus Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419972,occ,179588,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,24.359167,-32,SAM-PK-K10981,"Osfontein, Graaff-Reinet",,,ZA,Eastern Cape,,estimated from map,degrees,outcrop,gp_mid,-18.3,-51.68,701,,Beaufort,,group of beds,,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419973,occ,178523,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,,259.9,254.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.946667,-31.413334,CG AF124-83,"Oudeplaas, Richmond",,,ZA,Northern Cape,,based on nearby landmark,seconds,outcrop,gp_mid,-18.73,-51.44,701,,Beaufort,,group of beds,Cistecephalus Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,,,,terrestrial,,actively mobile,,carnivore
1419974,occ,180461,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,,259.9,254.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,35.383331,-10.2,UMCZ T901,"B4, Katumbi Vawili (Lower Bonebed K6)",,Katumbi Viwili,TZ,Ruvuma,Songea,estimated from map,minutes,outcrop,gp_mid,16.28,-45.5,701,Usili,Songea,,group of beds,Cistecephalus,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,field collection,,,,,,,terrestrial,,actively mobile,,carnivore
1419976,occ,196928,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,,259.9,254.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,33,-10.633333,NHCC LB111,"L89, Luangwa Basin",,,ZM,,,based on nearby landmark,minutes,small collection,gp_mid,13.31,-44.37,701,,,,bed,Cistecephalus Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419977,occ,196929,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,,259.9,254.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,33,-10.633333,"NHCC LB113, 273","L106, Luangwa Basin",,,ZM,,,based on nearby landmark,minutes,small collection,gp_mid,13.31,-44.37,701,,,,bed,Cistecephalus Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419978,occ,196930,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,,259.9,254.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,33,-10.633333,NHCC LB114,"L120, Luangwa Basin",,,ZM,,,based on nearby landmark,minutes,small collection,gp_mid,13.31,-44.37,701,,,,bed,Cistecephalus Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419979,occ,196931,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,,259.9,254.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,33,-10.633333,NHCC LB115,"L123, Luangwa Basin",,,ZM,,,based on nearby landmark,minutes,small collection,gp_mid,13.31,-44.37,701,,,,bed,Cistecephalus Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419980,occ,174623,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.200001,-31.616667,"BP/1/145, 153, 160, 163, 164, 182, 1202; SAM-PKK5512; UCM 23381; UCMP 42676",Hoeksplaas (Dicynodon Assemblage Zone),,Kleinefontein,ZA,Western Cape,Murraysburg,based on nearby landmark,minutes,local area,gp_mid,-18.56,-50.64,701,,Beaufort,,group of beds,Dicynodon Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,BPI,,,,,,terrestrial,,actively mobile,,carnivore
1419981,occ,196932,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,26.334999,-30.992222,BP/1/4008,"Holmesgrove, Burgersdorp",,,ZA,Eastern Cape,,based on nearby landmark,seconds,small collection,gp_mid,-15.49,-52.62,701,,,,bed,Dicynodon Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419982,occ,196933,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,25.77861,-30.032778,NMQR 1549,"Ruspunt, Trompsburg",,,ZA,Free State,,stated in text,seconds,small collection,gp_mid,-14.57,-51.7,701,,,,,Dicynodon Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419983,occ,80176,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.766666,-31.950001,BP/1/717; BP/1/719; BP/1/724; SAM-PK-K5263; SAM-PK-K7511,"Swaelkrans, Murraysburg",,Swalekranz,ZA,Western Cape,,based on nearby landmark,minutes,outcrop,gp_mid,-18.63,-51.22,701,Balfour,Beaufort,,group of beds,Dicynodon Assemblage,,mudstone,green,,calcareous,Y,,,terrestrial indet.,foreland basin,macrofossils,"body,concretion",,"""The material [of specimen BP/1/720] consists of a single nodule containing the remains of at least eight individuals intimately intertwined and partially broken up into many articulated units."" Gow (1972).",taxonomic,"mechanical,acetic,survey of museum collection",BPI,,,,J. Kitching,1947,terrestrial,,actively mobile,,carnivore
1419984,occ,196934,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,26.271667,-29.046667,NMQR 3375,"Tafelkop 712, near Bloemfontein",,,ZA,Free State,,stated in text,seconds,small collection,gp_mid,-12.86,-51.53,701,,,,bed,Dicynodon Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419985,occ,179592,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,26.833332,-29.200001,NHMUK R5694; UMZC T357,Thaba Nchu Commonage,,,ZA,Free State,,based on nearby landmark,minutes,outcrop,gp_mid,-12.63,-52.03,701,,Beaufort,,group of beds,Daptocephalus Assemblage Zone,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,BMNH,,,,,,terrestrial,,actively mobile,,carnivore
1419986,occ,178900,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,24.540556,-32.25222,BP/1/100; BP/1/104,"Vlakplaas, Vlakteplaas, Graaff-Reinet",,Vlaktesplaas,ZA,Eastern Cape,,based on nearby landmark,seconds,outcrop,gp_mid,-18.53,-51.94,701,,Beaufort,,member,Daptocephalus Assemblage Zone,,"""siliciclastic""",,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,,,,terrestrial,,actively mobile,,carnivore
1419987,occ,196935,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.946667,-31.413334,RC 214,"Dalgetty, Richmond",,,ZA,Northern Cape,,based on nearby landmark,seconds,outcrop,gp_mid,-17.77,-51.08,701,,,,group of beds,,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419988,occ,196936,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.946667,-31.413334,USNM 23355,"Liebeksfontein, Richmond",,,ZA,Northern Cape,,based on nearby landmark,seconds,outcrop,gp_mid,-17.77,-51.08,701,,,,group of beds,,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419989,occ,196937,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.766666,-31.950001,BP/1/655,"Loskop, Murraysburg",,,ZA,Western Cape,,based on nearby landmark,minutes,outcrop,gp_mid,-18.63,-51.22,701,,,,group of beds,,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419990,occ,196938,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,24.444721,-31.068333,RC 211,"Farm Maniforld, Hanover",,,ZA,Northern Cape,,stated in text,seconds,small collection,gp_mid,-16.95,-51.27,701,,,,,,,not reported,,,,,,,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,,,,terrestrial,,actively mobile,,carnivore
1419991,occ,80178,Theriognathus microps,species,343308,,Theriognathus microps,,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Huttenlocker and Abdala,2015,67078,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,23.766666,-31.950001,BP/1/1567,Ringsfontein,,,ZA,Western Cape,Central Karoo,based on nearby landmark,minutes,outcrop,gp_mid,-18.63,-51.22,701,Balfour,Beaufort,,group of beds,Dicynodon Assemblage,"""All the specimens are preserved in fine-grained green mudstone which may or may not form a nodule surrounding the specimen."" (Gow, 1972).",mudstone,green,,calcareous,Y,,,terrestrial indet.,foreland basin,macrofossils,body,,"Specimen BP/1/2610 shows ""much prefossilization cracking"" (Gow, 1972)",taxonomic,"mechanical,survey of museum collection",BPI,,,,J. Kitching,1956,terrestrial,,actively mobile,,carnivore
1420094,occ,28396,Microcnemus sp.,genus,37535,,Microcnemus,,genus,37535,Induan,,252.17,251.2,Naugolnykh,2012,67093,Chordata,Reptilia,Protorosauria,Protorosauridae,Microcnemus,,,45.906387,57.884167,,"Spasskoye settlement (Vokhma Formation), PIN 1025",,Vetluga River; Spasskoe village,RU,Nizhegorod,Vetluga,estimated from map,seconds,outcrop,gp_mid,50.48,41.35,302,Vokhminskaya,,,group of beds,,,not reported,,,,,,,terrestrial indet.,cratonic basin,macrofossils,body,good,,taxonomic,field collection,PIN,,,,,,terrestrial,,actively mobile,ground dwelling,carnivore
1420107,occ,196982,Utatsusaurus sp.,genus,36578,,Utatsusaurus,,genus,36578,Griesbachian,Smithian,252.17,247.2,Nicholls and Brinkman,1993,67094,Chordata,Reptilia,Ichthyosauria,Utatsusauridae,Utatsusaurus,,,-120.675552,54.504166,"TMP 91.121.1, articulated skull and disarticulated mandible","Wapiti Lake, Locality E",,,CA,British Columbia,,stated in text,seconds,small collection,gp_mid,-31.79,39.37,101,Sulphur Mountain,,Vega-Phroso,bed,,,not reported,,,,,,,marine indet.,,macrofossils,body,,,taxonomic,,TMP,,,,,,marine,,actively mobile,,carnivore
1420108,occ,127262,Utatsusaurus sp.,genus,36578,,Utatsusaurus,,genus,36578,Smithian,,251.3,247.2,Cuthbertson et al.,2014,67095,Chordata,Reptilia,Ichthyosauria,Utatsusauridae,Utatsusaurus,,,-122.397499,54.941113,"PRPRC 2007.08.81, skull roof",Hart Ranges,,,CA,British Columbia,,stated in text,seconds,outcrop,gp_mid,-32.93,40.09,101,Sulphur Mountain,,Vega-Phroso,bed,,Dark gray to brownish-gray calcareous siltstone,siltstone,"brown,gray",lithified,calcareous,,,,marine indet.,,macrofossils,"body,adpression",,,taxonomic,,,,,,,2007,marine,,actively mobile,,carnivore
1420109,occ,120222,n. gen. Quasianosteosaurus n. sp. vikinghoegdai,species,172841,,Quasianosteosaurus vikinghoegdai,,species,172841,Spathian,,251.3,247.2,Maisch and Matzke,2003,34246,Chordata,Reptilia,Ichthyosauria,Quasianosteosauridae,Quasianosteosaurus,,,16.299999,78.339996,"MNHN SVT 331, partial skull","33m Above the Fish Horizon, Mt. Viking",,,SJ,,,estimated from map,2,outcrop,gp_mid,21.67,55.75,309,Sticky Keep,Sassendalen,,group of beds,,,"""siliciclastic""",,lithified,,,,,marine indet.,,macrofossils,body,,,taxonomic,,MNHN,,,,,,marine,,actively mobile,,carnivore
1420150,occ,196985,Pessopteryx n. sp. minor,species,170759,recombined as,Isfjordosaurus minor,,species,170759,Spathian,,251.3,247.2,Motani,1999,33848,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Isfjordosaurus,,,15.895278,78.335831,,Isfjord area,,,SJ,,,based on nearby landmark,seconds,small collection,gp_mid,21.54,55.71,309,Vikinghøgda,,Vendomdalen,,,,not reported,,,,,,,marine indet.,,macrofossils,body,,,taxonomic,,,,,,,,marine,,actively mobile,,carnivore
1420151,occ,196986,Merriamosaurus hulkei,species,172837,,Merriamosaurus hulkei,,species,172835,Spathian,,251.3,247.2,Maisch and Matzke,2002,34244,Chordata,Reptilia,Ichthyosauria,Merriamosauridae,Merriamosaurus,,,15.383333,78.583336,MNHN A 27 / A 28 VW,Mts. Heimen and Ibsen,,,SJ,,,based on nearby landmark,minutes,local area,gp_mid,21.2,55.9,309,Sticky Keep,,,group of beds,,,not reported,,,,,,,marine indet.,,macrofossils,body,,,taxonomic,,MNHN,,,,,,marine,,actively mobile,,carnivore
1420184,occ,196985,Pessopteryx n. sp. nisseri,species,170853,,Pessopteryx nisseri,,species,170853,Spathian,,251.3,247.2,Maisch,2010,45740,Chordata,Reptilia,Ichthyosauria,Merriamosauridae,Pessopteryx,,,15.895278,78.335831,,Isfjord area,,,SJ,,,based on nearby landmark,seconds,small collection,gp_mid,21.54,55.71,309,Vikinghøgda,,Vendomdalen,,,,not reported,,,,,,,marine indet.,,macrofossils,body,,,taxonomic,,,,,,,,marine,,actively mobile,,carnivore
1420940,occ,197201,Dimetropus leisnerianus,species,378412,,Dimetropus leisnerianus,,species,378412,Rotliegendes,,298.9,254,Niedzwiedzki and Bojanowski,2012,67200,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dimetropus,,,16.434883,50.545273,incl. body impression,Tlumaczow Quarry tracksite,,,PL,Lower Silesia,,estimated from map,6,outcrop,gp_mid,27.05,10.89,305,,,,group of beds,,"""reddish-brown mudstones and sandstones""",mudstone,"desiccation cracks,wave ripples,bioturbation,brown,red",,,,sandstone,,fluvial-lacustrine indet.,,macrofossils,"body,mold/impression,trace",good,,taphonomic,"surface (in situ),field collection,observed (not collected)",,,,,,,terrestrial,,actively mobile,,
1420941,occ,197201,Amphisauropus kablikae,species,381532,,Amphisauropus kablikae,,species,381532,Rotliegendes,,298.9,254,Niedzwiedzki and Bojanowski,2012,67200,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Amphisauropus,,,16.434883,50.545273,,Tlumaczow Quarry tracksite,,,PL,Lower Silesia,,estimated from map,6,outcrop,gp_mid,27.05,10.89,305,,,,group of beds,,"""reddish-brown mudstones and sandstones""",mudstone,"desiccation cracks,wave ripples,bioturbation,brown,red",,,,sandstone,,fluvial-lacustrine indet.,,macrofossils,"body,mold/impression,trace",good,,taphonomic,"surface (in situ),field collection,observed (not collected)",,,,,,,"brackish,freshwater,terrestrial",,actively mobile,,
